strain	accession	name	segment	date	host	country	abbreviation	virus
97_2014_Henan	KU726104	97_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
97_56_CHN_97	AB115494	97_56_CHN_97		20XX-XX-XX	Unknown	China		Human_enterovirus_71
97/ST	MT188611	97/ST		1997-XX-XX	Human	?		Human_enterovirus_71
970_2014_Henan	KU726194	970_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
9718_TX_89	AF135957	9718_TX_89		20XX-XX-XX	Unknown	?		Human_enterovirus_71
972_2014_Henan	KU726100	972_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
9724	AB575930	9724		1986-XX-XX	Unknown	Netherlands		Human_enterovirus_71
977_2014_Henan	KU726200	977_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
979	AB524279	979		2000-XX-XX	Unknown	Netherlands		Human_enterovirus_71
98_2014_Henan	KU726105	98_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
98.163.0453	GU142871	98.163.0453		1998-03-11	Human	Australia	EV71	Human_enterovirus_71
98.338.1853	GU142872	98.338.1853		1998-05-11	Human	Australia	EV71	Human_enterovirus_71
980_Yamagata_00	AB213624	980_Yamagata_00		20XX-XX-XX	Unknown	Japan	Enterovirus_type_71	Human_enterovirus_71
9811	AB524120	9811		1973-XX-XX	Unknown	Netherlands		Human_enterovirus_71
983_2014_Henan	KU726195	983_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
983_Yamagata_99	AB213618	983_Yamagata_99		20XX-XX-XX	Unknown	Japan	Enterovirus_type_71	Human_enterovirus_71
9837_WA_89	AF135958	9837_WA_89		20XX-XX-XX	Unknown	?		Human_enterovirus_71
985_2014_Henan	KU726196	985_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
9855_SYD_91	AY722906	9855_SYD_91		20XX-XX-XX	Unknown	?		Human_enterovirus_71
987_2014_Henan	KU726197	987_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
9873_NM_89	AF135959	9873_NM_89		20XX-XX-XX	Unknown	?		Human_enterovirus_71
98Y_YN_CHN_2014	LC147366	98Y_YN_CHN_2014		2014-XX-XX	Human	China	A71	Human_enterovirus_71
99.040.0971	GU142870	99.040.0971		1999-02-11	Human	Australia	EV71	Human_enterovirus_71
990_2014_Henan	KU726198	990_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
990037/NI/DE/2019	MN397896	990037/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990042/NI/DE/2019	MN397897	990042/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990055/HB/DE/2019	MN397898	990055/HB/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990064/NI/DE/2019	MN397899	990064/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990068/HB/DE/2019	MN397900	990068/HB/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990091/NI/DE/2019	MN397901	990091/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
9901_SYD_01	AY940100	9901_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
990113/NI/DE/2019	MN397902	990113/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
990130/NI/DE/2019	MN397903	990130/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
9902_SYD_01	AY940101	9902_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
990211/NI/DE/2019	MN397904	990211/NI/DE/2019		2019-XX-XX	Human	Germany	A71	Human_enterovirus_71
9906_SYD_01	AY940102	9906_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
990616/NI/DE/2018	MN397905	990616/NI/DE/2018		2018-XX-XX	Human	Germany	A71	Human_enterovirus_71
990689/NI/DE/2018	MN397906	990689/NI/DE/2018		2018-XX-XX	Human	Germany	A71	Human_enterovirus_71
9911_SYD_01	AY940103	9911_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
991199	MH472671	991199		2016-11-XX	Human	Germany	C1_like	Human_enterovirus_71
9912_SYD_01	AY940104	9912_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
991215	MH472670	991215		2016-11-XX	Human	Germany	C1_like	Human_enterovirus_71
991321	MH472686	991321		2016-09-XX	Human	Germany	C1_like	Human_enterovirus_71
991323	MH472751	991323		2016-09-XX	Human	Germany	C2	Human_enterovirus_71
991359	MH472727	991359		2016-08-XX	Human	Germany	C1_like	Human_enterovirus_71
991514	MH472719	991514		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
9917_SYD_01	AY940105	9917_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
9918_SYD_00	AY940106	9918_SYD_00		20XX-XX-XX	Unknown	?		Human_enterovirus_71
992_2014_Henan	KU726199	992_2014_Henan		2014-09-XX	Human	China	EV_A71	Human_enterovirus_71
992021	MH472675	992021		2016-10-XX	Human	Germany	C1_like	Human_enterovirus_71
992045	MH472674	992045		2016-10-XX	Human	Germany	C1_like	Human_enterovirus_71
992075	MH472680	992075		2016-09-XX	Human	Germany	C1_like	Human_enterovirus_71
992185	MH472730	992185		2016-11-XX	Human	Germany	C2	Human_enterovirus_71
992208	MH472677	992208		2016-08-XX	Human	Germany	C1_like	Human_enterovirus_71
992234	MH472683	992234		2016-07-XX	Human	Germany	C1_like	Human_enterovirus_71
992283	MH472696	992283		2016-07-XX	Human	Germany	C1_like	Human_enterovirus_71
992284	MH472701	992284		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
9923	AB524164	9923		1986-XX-XX	Unknown	Netherlands		Human_enterovirus_71
9923_SYD_01	AY940107	9923_SYD_01		20XX-XX-XX	Unknown	?		Human_enterovirus_71
992301	MH472700	992301		2016-07-XX	Human	Germany	C1_like	Human_enterovirus_71
992305	MH472694	992305		2016-07-XX	Human	Germany	C1_like	Human_enterovirus_71
992314	MH472738	992314		2016-08-XX	Human	Germany	C2	Human_enterovirus_71
992323	MH472695	992323		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
992331	MH472707	992331		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
992336	MH472715	992336		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
992369	MH472697	992369		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
992374	MH472698	992374		2016-06-XX	Human	Germany	C1_like	Human_enterovirus_71
9924_SYD_00	AY940108	9924_SYD_00		20XX-XX-XX	Unknown	?		Human_enterovirus_71
992847	MH472731	992847		2015-10-XX	Human	Germany	C2	Human_enterovirus_71
992873	MH472754	992873		2015-10-XX	Human	Germany	C2	Human_enterovirus_71
992879/NI/DE_2015	KU641498	992879/NI/DE_2015		2015-10-XX	Human	Germany	A71	Human_enterovirus_71
9929_SYD_00	AY940109	9929_SYD_00		20XX-XX-XX	Unknown	?		Human_enterovirus_71
992978	MH472737	992978		2015-08-XX	Human	Germany	C2	Human_enterovirus_71
992990/NI/DE_2015	KU641496	992990/NI/DE_2015		2015-08-XX	Human	Germany	A71	Human_enterovirus_71
993065	MH472748	993065		2015-07-XX	Human	Germany	C2	Human_enterovirus_71
993067	MH472736	993067		2015-07-XX	Human	Germany	C2	Human_enterovirus_71
993080	MH472762	993080		2015-07-XX	Human	Germany	C2	Human_enterovirus_71
993082	MH472734	993082		2015-07-XX	Human	Germany	C2	Human_enterovirus_71
993164	MH472745	993164		2015-06-XX	Human	Germany	C2	Human_enterovirus_71
993184	MH472746	993184		2015-05-XX	Human	Germany	C2	Human_enterovirus_71
9964	AB524215	9964		1991-XX-XX	Unknown	Netherlands		Human_enterovirus_71
9978_TX_89	AF009558	9978_TX_89		20XX-XX-XX	Unknown	?		Human_enterovirus_71
9981	AB524309	9981		1986-XX-XX	Unknown	Netherlands		Human_enterovirus_71
9985	AB524216	9985		1992-XX-XX	Unknown	Netherlands		Human_enterovirus_71
99Y_YN_CHN_2014	LC147367	99Y_YN_CHN_2014		2014-XX-XX	Human	China	A71	Human_enterovirus_71
9F/AUS/6/99	AF376110	9F/AUS/6/99		20XX-XX-XX	Unknown	?		Human_enterovirus_71
9Y_YN_CHN_2015	LC147373	9Y_YN_CHN_2015		2015-XX-XX	Human	China	A71	Human_enterovirus_71
A006_GX_2013	MF185258	A006_GX_2013		2013-XX-XX	Unknown	China		Human_enterovirus_71
A012_GX_2013	MF185256	A012_GX_2013		2013-XX-XX	Unknown	China		Human_enterovirus_71
A052/YN/CHN/2014	LC411782	A052/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A057/YN/CHN/2014	LC411783	A057/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A067/YN/CHN/2014	LC411784	A067/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A069/YN/CHN/2014	LC411785	A069/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A069_GX_2013	MF185255	A069_GX_2013		2013-XX-XX	Unknown	China		Human_enterovirus_71
A071/YN/CHN/2014	LC411786	A071/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A074/YN/CHN/2014	LC411787	A074/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A079/YN/CHN/2014	LC411788	A079/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A080/YN/CHN/2014	LC411789	A080/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A099/YN/CHN/2014	LC411790	A099/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A10/YN/CHN/2014	LC411776	A10/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A102_YN_CHN_2015	LC412160	A102_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A102/YN/CHN/2014	LC411791	A102/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A104_YN_CHN_2017	LC413004	A104_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A105_YN_CHN_2017	LC413005	A105_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A106/YN/CHN/2016	MN966512	A106/YN/CHN/2016		2016-03-10	Human	China	A71	Human_enterovirus_71
A11_YN_CHN_2017	LC412988	A11_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A110_YN_CHN_2016	LC412792	A110_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A112/YN/CHN/2014	LC411792	A112/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A117_YN_CHN_2016	LC412793	A117_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A118/YN/CHN/2014	LC411793	A118/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A12_YN_CHN_2016	LC412772	A12_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A123_YN_CHN_2016	LC412794	A123_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A127_YN_CHN_2015	LC412161	A127_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A132_YN_CHN_2015	LC412162	A132_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A133_YN_CHN_2015	LC412163	A133_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A134_YN_CHN_2015	LC412164	A134_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A14_YN_CHN_2016	LC412773	A14_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A14_YN_CHN_2017	LC412989	A14_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A14/YN/CHN/2014	LC411777	A14/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A147_YN_CHN_2017	LC413006	A147_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A148_YN_CHN_2016	LC412795	A148_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A148_YN_CHN_2017	LC413007	A148_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A152_YN_CHN_2016	LC412796	A152_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A153_YN_CHN_2016	LC412797	A153_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A153/YN/CHN/2014	LC411794	A153/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A154_YN_CHN_2017	LC413008	A154_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A156_YN_CHN_2016	LC412798	A156_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A159_YN_CHN_2016	LC412799	A159_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A16_YN_CHN_2016	LC412774	A16_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A160/YN/CHN/2014	LC411795	A160/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A161/YN/CHN/2014	LC411796	A161/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A168/YN/CHN/2014	LC411797	A168/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A174/YN/CHN/2014	LC411798	A174/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A176/YN/CHN/2014	LC411799	A176/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A179/YN/CHN/2014	LC411800	A179/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A180/YN/CHN/2014	LC411801	A180/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A188/YN/CHN/2014	LC411802	A188/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A205/YN/CHN/2014	LC411803	A205/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A207/YN/CHN/2014	LC411804	A207/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A22_YN_CHN_2015	LC412152	A22_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A226/YN/CHN/2014	LC411805	A226/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A227/YN/CHN/2014	LC411806	A227/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A23_YN_CHN_2015	LC412153	A23_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A23/YN/CHN/2014	LC411778	A23/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A24_YN_CHN_2017	LC412990	A24_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A25/YN/CHN/2014	LC411779	A25/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A28_YN_CHN_2015	LC412154	A28_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A28_YN_CHN_2017	LC412991	A28_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A33_YN_CHN_2016	LC412775	A33_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A34_YN_CHN_2017	LC412992	A34_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A35_YN_CHN_2016	LC412776	A35_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A35_YN_CHN_2017	LC412993	A35_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A351_YN_CHN_2018	LC481440	A351_YN_CHN_2018		2018-XX-XX	Human	China		Human_enterovirus_71
A36_YN_CHN_2016	LC412777	A36_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A373_YN_CHN_2018	LC481441	A373_YN_CHN_2018		2018-XX-XX	Human	China		Human_enterovirus_71
A38_YN_CHN_2016	LC412778	A38_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A39_YN_CHN_2016	LC412779	A39_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A41_YN_CHN_2015	LC412155	A41_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A41/YN/CHN/2014	LC411780	A41/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A44_YN_CHN_2015	LC412156	A44_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A45/YN/CHN/2014	LC411781	A45/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A47_YN_CHN_2017	LC412994	A47_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A48_YN_CHN_2017	LC412995	A48_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A50_YN_CHN_2017	LC412996	A50_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A51_YN_CHN_2017	LC412997	A51_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A52_YN_CHN_2016	LC412780	A52_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A53_YN_CHN_2016	LC412781	A53_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A6/YN/CHN/2014	LC411773	A6/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A61_YN_CHN_2017	LC412998	A61_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A62_YN_CHN_2016	LC412782	A62_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A62_YN_CHN_2017	LC412999	A62_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A63_YN_CHN_2016	LC412783	A63_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A65_YN_CHN_2016	LC412784	A65_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A66_YN_CHN_2016	LC412785	A66_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A69_YN_CHN_2017	LC413000	A69_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A70_YN_CHN_2015	LC412157	A70_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A70_YN_CHN_2016	LC412786	A70_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A72_YN_CHN_2016	LC412787	A72_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A74_YN_CHN_2015	LC412158	A74_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
A8/YN/CHN/2014	LC411774	A8/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A82_YN_CHN_2017	LC413001	A82_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A83_YN_CHN_2016	LC412788	A83_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A84_YN_CHN_2016	LC412789	A84_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A9/YN/CHN/2014	LC411775	A9/YN/CHN/2014		2014-XX-XX	Human	China		Human_enterovirus_71
A91_YN_CHN_2017	LC413002	A91_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A94_YN_CHN_2017	LC413003	A94_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
A96_YN_CHN_2016	LC412790	A96_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A97_YN_CHN_2016	LC412791	A97_YN_CHN_2016		2016-XX-XX	Human	China		Human_enterovirus_71
A99_YN_CHN_2015	LC412159	A99_YN_CHN_2015		2015-XX-XX	Human	China		Human_enterovirus_71
AFP2001009_TW	DQ841987	AFP2001009_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2001474_TW	DQ841985	AFP2001474_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2001477_TW	DQ841986	AFP2001477_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2001480_TW	DQ841984	AFP2001480_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2001529_TW	DQ841988	AFP2001529_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2003163_TW	DQ841992	AFP2003163_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP2003194_TW	DQ841993	AFP2003194_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP98111207_TW	DQ841954	AFP98111207_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP98111263_TW	DQ841972	AFP98111263_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AFP98111341_TW	DQ841953	AFP98111341_TW		20XX-XX-XX	Unknown	Taiwan		Human_enterovirus_71
AMI198145_FRA13	HG934277	AMI198145_FRA13		2013-XX-XX	Human	France		Human_enterovirus_71
AMI282091_FRA13	HG934278	AMI282091_FRA13		2013-XX-XX	Human	France		Human_enterovirus_71
AMI319096_FRA13	HG934279	AMI319096_FRA13		2013-XX-XX	Human	France		Human_enterovirus_71
ANG100_FRA06	FN665316	ANG100_FRA06		2006-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
ANG261_FRA09	FN665346	ANG261_FRA09		2009-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
ANG544_FRA06	FN665317	ANG544_FRA06		2006-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
ANG737_FRA03	FN665302	ANG737_FRA03		2003-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
AnHui_FuYang_12	EU697901	AnHui_FuYang_12		2008-04-XX	Human	China		Human_enterovirus_71
AnHui_FuYang_17	EU697902	AnHui_FuYang_17		2008-04-XX	Human	China		Human_enterovirus_71
AnHui_HeFei_1	EU697903	AnHui_HeFei_1		2006-04-XX	Human	China		Human_enterovirus_71
ANN1254_FR00	FN598722	ANN1254_FR00		2000-06-19	Unknown	France		Human_enterovirus_71
ANN1254_FRA00	FN665293	ANN1254_FRA00		2000-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
ANN1256_FR00	FN598723	ANN1256_FR00		2000-09-15	Unknown	France		Human_enterovirus_71
ANN1256_FRA00	FN665294	ANN1256_FRA00		2000-XX-XX	Unknown	France	Enterovirus_71	Human_enterovirus_71
Anqiu/285/SD/CHN/2016/EV71	MG588037	Anqiu/285/SD/CHN/2016/EV71		2016-XX-XX	Human	China		Human_enterovirus_71
Anqiu/286/SD/CHN/2016/EV71	MG588036	Anqiu/286/SD/CHN/2016/EV71		2016-XX-XX	Human	China		Human_enterovirus_71
Anqiu/287/SD/CHN/2016/EV71	MG588035	Anqiu/287/SD/CHN/2016/EV71		2016-XX-XX	Human	China		Human_enterovirus_71
Anqiu/347/SD/CHN/2016/EV71	MG588034	Anqiu/347/SD/CHN/2016/EV71		2016-XX-XX	Human	China		Human_enterovirus_71
Anqiu/90/SD/CHN/2014/EV71	MG588052	Anqiu/90/SD/CHN/2014/EV71		2014-XX-XX	Human	China		Human_enterovirus_71
Anqiu/91/SD/CHN/2014/EV71	MG588051	Anqiu/91/SD/CHN/2014/EV71		2014-XX-XX	Human	China		Human_enterovirus_71
B0018_Wuxi/2013_	MH491089	B0018_Wuxi/2013_		2013-12-10	Human	China		Human_enterovirus_71
B0071_Wuxi/2014_	MH491103	B0071_Wuxi/2014_		2014-12-10	Human	China		Human_enterovirus_71
B0105_Wuxi/2013_	MH491092	B0105_Wuxi/2013_		2013-12-10	Human	China		Human_enterovirus_71
B0114_Wuxi/2014_	MH491104	B0114_Wuxi/2014_		2014-12-10	Human	China		Human_enterovirus_71
B050_Wuxi/2015_	MH491107	B050_Wuxi/2015_		2015-12-10	Human	China		Human_enterovirus_71
B0511_Wuxi/2015_	MH491108	B0511_Wuxi/2015_		2015-12-10	Human	China		Human_enterovirus_71
B093_Wuxi/2012_	MH491116	B093_Wuxi/2012_		2012-12-10	Human	China		Human_enterovirus_71
B11_YN_CHN_2017	LC413009	B11_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B121_Wuxi/2012_	MH491121	B121_Wuxi/2012_		2012-12-10	Human	China		Human_enterovirus_71
B45_YN_CHN_2017	LC413010	B45_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B46_YN_CHN_2017	LC413011	B46_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B47_YN_CHN_2017	LC413012	B47_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B48_YN_CHN_2017	LC413013	B48_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B49_YN_CHN_2017	LC413014	B49_YN_CHN_2017		2017-XX-XX	Human	China		Human_enterovirus_71
B5_038P_2013_Vietnam_TienGiang_2013_01_14	KU887777	B5_038P_2013_Vietnam:TienGiang_2013_01_14		2013-01-14	Human	Viet Nam	B5	Human_enterovirus_71
B5_042P_2013_Vietnam_VinhLong_2013_01_14	KU887781	B5_042P_2013_Vietnam:VinhLong_2013_01_14		2013-01-14	Human	Viet Nam	B5	Human_enterovirus_71
B5_1	MH716258	B5_1		2014-08-27	Human	Viet Nam	B5	Human_enterovirus_71
B5_10	MH716267	B5_10		2014-11-30	Human	Viet Nam	B5	Human_enterovirus_71
B5_100	MH716357	B5_100		2014-06-12	Human	Viet Nam	B5	Human_enterovirus_71
B5_101	MH716358	B5_101		2014-06-18	Human	Viet Nam	B5	Human_enterovirus_71
B5_102	MH716359	B5_102		2015-03-27	Human	Viet Nam	B5	Human_enterovirus_71
B5_103	MH716360	B5_103		2014-12-04	Human	Viet Nam	B5	Human_enterovirus_71
B5_104	MH716361	B5_104		2014-09-10	Human	Viet Nam	B5	Human_enterovirus_71
B5_105	MH716362	B5_105		2014-05-21	Human	Viet Nam	B5	Human_enterovirus_71
B5_106	MH716363	B5_106		2014-04-17	Human	Viet Nam	B5	Human_enterovirus_71
B5_107	MH716364	B5_107		2013-11-25	Human	Viet Nam	B5	Human_enterovirus_71
B5_107P_2013_Vietnam_TienGiang_2013_02_24	KU887813	B5_107P_2013_Vietnam:TienGiang_2013_02_24		2013-02-24	Human	Viet Nam	B5	Human_enterovirus_71
B5_108	MH716365	B5_108		2014-10-15	Human	Viet Nam	B5	Human_enterovirus_71
B5_109	MH716366	B5_109		2014-10-15	Human	Viet Nam	B5	Human_enterovirus_71
B5_11	MH716268	B5_11		2014-10-24	Human	Viet Nam	B5	Human_enterovirus_71
B5_110	MH716367	B5_110		2013-10-16	Human	Viet Nam	B5	Human_enterovirus_71
B5_111	MH716368	B5_111		2013-11-27	Human	Viet Nam	B5	Human_enterovirus_71
B5_112	MH716369	B5_112		2013-11-04	Human	Viet Nam	B5	Human_enterovirus_71
B5_113	MH716370	B5_113		2014-04-08	Human	Viet Nam	B5	Human_enterovirus_71
B5_114	MH716371	B5_114		2013-11-07	Human	Viet Nam	B5	Human_enterovirus_71
B5_115	MH716372	B5_115		2013-09-18	Human	Viet Nam	B5	Human_enterovirus_71
B5_116	MH716373	B5_116		2014-12-10	Human	Viet Nam	B5	Human_enterovirus_71
B5_117	MH716374	B5_117		2014-06-27	Human	Viet Nam	B5	Human_enterovirus_71
B5_118	MH716375	B5_118		2014-11-04	Human	Viet Nam	B5	Human_enterovirus_71
B5_118P_2013_Vietnam_BenTre_2013_02_27	KU887839	B5_118P_2013_Vietnam:BenTre_2013_02_27		2013-02-27	Human	Viet Nam	B5	Human_enterovirus_71
B5_119	MH716376	B5_119		2014-11-27	Human	Viet Nam	B5	Human_enterovirus_71
