strain	accession	name	segment	date	host	country	abbreviation	virus
TW/2815/04	GQ231930	TW/2815/04	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/2824/04	GQ231931	TW/2824/04	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/2871/04	GQ231932	TW/2871/04	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/70516/08	GQ231933	TW/70516/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/70811/08	GQ231934	TW/70811/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/70886/08	GQ231935	TW/70886/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/70902/08	GQ231936	TW/70902/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/71428/05	GQ231937	TW/71428/05	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/71552/05	GQ231938	TW/71552/05	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/71595/04	GQ231939	TW/71595/04	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/72232/04	GQ231940	TW/72232/04	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/96002/08	GQ231941	TW/96002/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/96016/08	GQ231942	TW/96016/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TW/96022/08	GQ231943	TW/96022/08	NA	NA	Human	Taiwan	NA	Enterovirus_A71
TZ06	KF826491	TZ06	NA	2012_03_26	Human	China	C4	Enterovirus_A71
UH1/PM/1997	AM396587	UH1/PM/1997	NA	NA	Unknown	Malaysia	NA	Enterovirus_A71
V04_2218217	KC436265	V04_2218217	NA	2004_05	Human	Hong_Kong	NA	Enterovirus_A71
V05_2243055	KC436266	V05_2243055	NA	2005_09	Human	Hong_Kong	NA	Enterovirus_A71
V06_2218645	KC436267	V06_2218645	NA	2006_04	Human	Hong_Kong	NA	Enterovirus_A71
V07_2231013	KC436268	V07_2231013	NA	2007_05	Human	Hong_Kong	NA	Enterovirus_A71
V08_2221581	KC436269	V08_2221581	NA	2008_04	Human	Hong_Kong	NA	Enterovirus_A71
V08_2236079	KC436270	V08_2236079	NA	2008_06	Human	Hong_Kong	NA	Enterovirus_A71
V09_2225777	KC436271	V09_2225777	NA	2009_05	Human	Hong_Kong	NA	Enterovirus_A71
V10_2234054	KC436272	V10_2234054	NA	2010_04	Human	Hong_Kong	NA	Enterovirus_A71
VN152/2011	KP691665	VN152/2011	NA	2011_04_10	Unknown	Viet_Nam	NA	Enterovirus_A71
VR1432	KC954664	VR1432	NA	2009	Human	China	71	Enterovirus_A71
wenzhou011	KJ632497	wenzhou011	NA	2011	Human	China	NA	Enterovirus_A71
wenzhou227	KJ632499	wenzhou227	NA	2011	Human	China	NA	Enterovirus_A71
wenzhou256	KJ632498	wenzhou256	NA	2011	Human	China	NA	Enterovirus_A71
wh029	KM591215	wh029	NA	2010_06	Human	China	NA	Enterovirus_A71
Wuhan1042/HuB/CHN/2011	JX986737	Wuhan1042/HuB/CHN/2011	NA	2011	Human	China	C4	Enterovirus_A71
Wuhan1117/HuB/CHN/2011	JX986738	Wuhan1117/HuB/CHN/2011	NA	2011	Human	China	C4	Enterovirus_A71
Wuhan1143/HuB/CHN/2011	JX986739	Wuhan1143/HuB/CHN/2011	NA	2011	Human	China	C4	Enterovirus_A71
01	LR027527	01	TOU148153	FRA16	NA	NA	Unknown	NA
04	LR027529	04	BAY180009	FRA16	NA	NA	Unknown	NA
06	LR027522	06	TOU307017	FRA16	NA	NA	Unknown	NA
07	LR027528	07	COC238077	FRA16	NA	NA	Unknown	NA
09	LR027524	09	PMB250102	FRA16	NA	NA	Unknown	NA
100_p0	MH511181	100_p0	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p12	MH511182	100_p12	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p17_T1	MH511183	100_p17_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p17_T2	MH511184	100_p17_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p17_T3	MH511185	100_p17_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p31_T1	MH511186	100_p31_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p31_T2	MH511187	100_p31_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p31_T3	MH511188	100_p31_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p35_T1	MH511189	100_p35_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p35_T2	MH511190	100_p35_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p35_T3	MH511191	100_p35_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p36_T1	MH511192	100_p36_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p36_T2	MH511193	100_p36_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
100_p36_T3	MH511194	100_p36_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
10076	AB575911	10076	NA	1966	Unknown	Netherlands	NA	Human_enterovirus_71
10098	AB575938	10098	NA	2010	Unknown	Netherlands	NA	Human_enterovirus_71
101_p0	MH511195	101_p0	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p12	MH511196	101_p12	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p17_T1	MH511197	101_p17_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p17_T2	MH511198	101_p17_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p17_T3	MH511199	101_p17_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p31_T1	MH511200	101_p31_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p31_T2	MH511201	101_p31_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p31_T3	MH511202	101_p31_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p35_T1	MH511203	101_p35_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p35_T2	MH511204	101_p35_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p35_T3	MH511205	101_p35_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p36_T1	MH511206	101_p36_T1	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p36_T2	MH511207	101_p36_T2	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
101_p36_T3	MH511208	101_p36_T3	NA	2017_08_10	Unknown	China	C4	Human_enterovirus_71
10118	AB575948	10118	NA	2010	Unknown	Netherlands	NA	Human_enterovirus_71
10196	AB575917	10196	NA	1977	Unknown	Netherlands	NA	Human_enterovirus_71
10857	AB575912	10857	NA	1966	Unknown	Netherlands	NA	Human_enterovirus_71
10S3	MN749160	10S3	NA	2013	Human	USA	NA	Human_enterovirus_71
10S5	MN749161	10S5	NA	2013	Human	USA	NA	Human_enterovirus_71
10	LR027525	10	COC259064	FRA16	NA	NA	Unknown	NA
11316	AB575927	11316	NA	1986	Unknown	Netherlands	NA	Human_enterovirus_71
11590	AB575928	11590	NA	1986	Unknown	Netherlands	NA	Human_enterovirus_71
11977	AB575913	11977	NA	1971	Unknown	Netherlands	NA	Human_enterovirus_71
119798	HM752814	119798	NA	NA	Human	Greece	NA	Human_enterovirus_71
11N	MH484069	11N	NA	2016	Human	Spain	NA	Human_enterovirus_71
120/EV71/Wenzhou/CHN/2014	KT345959	120/EV71/Wenzhou/CHN/2014	NA	2014_06_02	Human	China	C4a	Human_enterovirus_71
124098	HQ424434	124098	NA	2010_02_04	Human	Greece	NA	Human_enterovirus_71
124151	HQ424433	124151	NA	2010_02_04	Human	Greece	NA	Human_enterovirus_71
127018	HQ424435	127018	NA	2010_04_27	Human	Greece	NA	Human_enterovirus_71
128135	HQ424437	128135	NA	2010_06_08	Human	Greece	NA	Human_enterovirus_71
12	LR027534	12	PMB263109	FRA16	NA	NA	Unknown	NA
13	LR027533	13	COC286037	FRA16	NA	NA	Unknown	NA
1416	AB575937	1416	NA	2001	Unknown	Netherlands	NA	Human_enterovirus_71
14	LR027530	14	VSV286030	FRA16	NA	NA	Unknown	NA
15_355	MG013988	15_355	NA	2015	Human	Senegal	NA	Human_enterovirus_71
