strain	accession	name	segment	date	host	country	abbreviation	virus
EV71/Ningbo.CHN/076/2009	JN864021	EV71/Ningbo.CHN/076/2009		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/087/2009	JN864022	EV71/Ningbo.CHN/087/2009		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/103/2009	JN864023	EV71/Ningbo.CHN/103/2009		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/107_2/2009	JQ086365	EV71/Ningbo.CHN/107_2/2009		2011-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/107/2009	JN864024	EV71/Ningbo.CHN/107/2009		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/NX10_147/2010	KJ004556	EV71/NX10_147/2010		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/NX10_36/2010	KJ004557	EV71/NX10_36/2010		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/P1027/2013/China	KP289417	EV71/P1027/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P1031/2013/China	KP289418	EV71/P1031/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P1034/2013/China	KP289419	EV71/P1034/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P123/2013/China	KP289420	EV71/P123/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P156/2013/China	KP289421	EV71/P156/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P16/2013/China	KP289422	EV71/P16/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P222/2013/China	KP289423	EV71/P222/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P267/2013/China	KP289424	EV71/P267/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P352/2013/China	KP289425	EV71/P352/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P40/2013/China	KP289426	EV71/P40/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P454/2013/China	KP289427	EV71/P454/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P63/2013/China	KP289428	EV71/P63/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P654/2013/China	KP289429	EV71/P654/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P868/2013/China	KP289430	EV71/P868/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P977/2013/China	KP289431	EV71/P977/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/P990/2013/China	KP289432	EV71/P990/2013/China		2013-XX-XX	Human	China		Enterovirus_A71
EV71/Queenmary/HongKong/2012	KF444809	EV71/Queenmary/HongKong/2012		2012-XX-XX	Human	China	C4	Enterovirus_A71
EV71/SAR/SHA63	AM396588	EV71/SAR/SHA63		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
EV71/SAR/SHA66	AM396586	EV71/SAR/SHA66		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
EV71/wuhan/3018/2010	KF501389	EV71/wuhan/3018/2010		2010-XX-XX	Human	China	A	Enterovirus_A71
EV71/Xiamen/2009	JN964686	EV71/Xiamen/2009		2009-XX-XX	Human	China		Enterovirus_A71
EV71/Zhejiang08	EU864507	EV71/Zhejiang08		2008-XX-XX	Human	China		Enterovirus_A71
EV92_07	HQ647168	EV92_07		2007-08-XX	Human	Canada		Enterovirus_A71
Fuyang_0805	FJ439769	Fuyang_0805		2008-05-XX	Human	China		Enterovirus_A71
Fuyang_0805a	HQ188292	Fuyang_0805a		20XX-XX-XX	Unknown	China		Enterovirus_A71
Fuyang200805	HQ694984	Fuyang200805		2008-05-15	Human	China		Enterovirus_A71
FY08_C30_P14	GU198371	FY08_C30_P14		2008-05-XX	Human	China		Enterovirus_A71
FY08_C30_P2	GU198367	FY08_C30_P2		2008-05-XX	Human	China		Enterovirus_A71
FY0805	HQ882182	FY0805		2008-05-12	Human	China	C4	Enterovirus_A71
FY17.08_4/AH/CHN/2008	JX678875	FY17.08_4/AH/CHN/2008		2008-04-XX	Human	China	C4	Enterovirus_A71
FY17.08_5/AH/CHN/2008	JX678876	FY17.08_5/AH/CHN/2008		2008-04-XX	Human	China	C4	Enterovirus_A71
FY17.08_6/AH/CHN/2008	JX678877	FY17.08_6/AH/CHN/2008		2008-04-XX	Human	China	C4	Enterovirus_A71
FY17.08_7/AH/CHN/2008	JX678878	FY17.08_7/AH/CHN/2008		2008-04-XX	Human	China	C4	Enterovirus_A71
FY17.08_8/AH/CHN/2008	JX678879	FY17.08_8/AH/CHN/2008		2008-04-XX	Human	China	C4	Enterovirus_A71
FY23	EU812515	FY23		2008-05-XX	Unknown	China		Enterovirus_A71
FY23_K12	GU459070	FY23_K12		2008-XX-XX	Human	China	C4	Enterovirus_A71
FY23_K14	GU459071	FY23_K14		2008-XX-XX	Human	China		Enterovirus_A71
FY7VP5/AH/CHN/2008	JX025561	FY7VP5/AH/CHN/2008		2008-XX-XX	Human	China		Enterovirus_A71
G288_927F/HeN/CHN/2009	JN256059	G288_927F/HeN/CHN/2009		20XX-XX-XX	Human	China	C4a	Enterovirus_A71
G333_972F/HeN/CHN/2009	JN256060	G333_972F/HeN/CHN/2009		20XX-XX-XX	Human	China	C4a	Enterovirus_A71
G398_1037F/HeN/CHN/2009	JN256061	G398_1037F/HeN/CHN/2009		20XX-XX-XX	Human	China		Enterovirus_A71
GD_DG2011_1	JX111888	GD_DG2011_1		2011-04-18	Human	China	C4	Enterovirus_A71
GD_DG2011_2	JX111889	GD_DG2011_2		2011-04-19	Human	China	C4	Enterovirus_A71
GD_DG2011_3	JX111890	GD_DG2011_3		2011-04-19	Human	China	C4	Enterovirus_A71
GD_DG2011_5	JX111891	GD_DG2011_5		2011-04-27	Human	China	C4	Enterovirus_A71
GD_DG2011_8	JX111892	GD_DG2011_8		2011-05-08	Human	China	C4	Enterovirus_A71
GD_DG2011_9	JX111893	GD_DG2011_9		2011-06-23	Human	China	C4	Enterovirus_A71
GDV103	KC954663	GDV103		2008-XX-XX	Human	China	71	Enterovirus_A71
Guangdong_2009	JF799986	Guangdong_2009		2009-XX-XX	Human	China		Enterovirus_A71
GX/LZ_08_04/08/CHN	GQ892830	GX/LZ_08_04/08/CHN		2008-04-XX	Human	China		Enterovirus_A71
GZ_08_01	FJ360544	GZ_08_01		2008-05-XX	Human	China		Enterovirus_A71
GZ_08_02	FJ360545	GZ_08_02		2008-05-XX	Human	China		Enterovirus_A71
GZ_08_03	FJ360546	GZ_08_03		2008-05-XX	Human	China		Enterovirus_A71
H3_TY	KF668443	H3_TY		2009-09-28	Human	China	C4	Enterovirus_A71
H8_1	JQ681218	H8_1		2008-XX-XX	Human	China		Enterovirus_A71
HCM120_VNM_2011	KC296445	HCM120_VNM_2011		2011-05-20	Human	Viet Nam		Enterovirus_A71
HCM82_VNM_2011	KC296443	HCM82_VNM_2011		2011-05-03	Human	Viet Nam		Enterovirus_A71
HCM84_VNM_2011	KC296444	HCM84_VNM_2011		2011-05-03	Human	Viet Nam		Enterovirus_A71
HeN09_1/HeN/CHN/2009	JX678880	HeN09_1/HeN/CHN/2009		2009-02-16	Human	China	C4	Enterovirus_A71
HeN09_17/HeN/CHN/2009	JX678881	HeN09_17/HeN/CHN/2009		2009-02-22	Human	China	C4	Enterovirus_A71
Henan_ZMD/CHN/2012	KP198624	Henan_ZMD/CHN/2012		2012-04-01	Human	China		Enterovirus_A71
Henan1_09_China	GU196833	Henan1_09_China		2009-04-XX	Human	China		Enterovirus_A71
Henan10_08_China	GU366191	Henan10_08_China		2008-04-XX	Human	China		Enterovirus_A71
Henan2_09_China	GQ994992	Henan2_09_China		2009-04-XX	Human	China		Enterovirus_A71
HN1360/HN/CHN/2011	JQ639383	HN1360/HN/CHN/2011		2011-XX-XX	Human	China		Enterovirus_A71
HN318/HN/CHN/2011	JQ639384	HN318/HN/CHN/2011		2011-03-11	Human	China		Enterovirus_A71
HNCZ/201203	KF142411	HNCZ/201203		2013-05-04	Human	China		Enterovirus_A71
HNCZ/201208	KF142412	HNCZ/201208		2013-05-04	Human	China		Enterovirus_A71
HNCZ/201211	KF142413	HNCZ/201211		2013-05-04	Human	China		Enterovirus_A71
HQ09231463	JQ316638	HQ09231463		2011-08-02	Human	China		Enterovirus_A71
Hubei_HG/CHN/2012	KJ508182	Hubei_HG/CHN/2012		2012-07-09	Human	China		Enterovirus_A71
Hubei_WH/CHN/2012	KP198623	Hubei_WH/CHN/2012		2012-05-26	Human	China		Enterovirus_A71
HUN/1978	HQ189392	HUN/1978		1978-XX-XX	Human	Hungary		Enterovirus_A71
HuzhouE371/2011/CHN	KJ784495	HuzhouE371/2011/CHN		2011-04-20	Unknown	China		Enterovirus_A71
HuzhouE696/2012/CHN	KJ784496	HuzhouE696/2012/CHN		2012-04-20	Unknown	China		Enterovirus_A71
IM11	KM673244	IM11		20XX-XX-XX	Human	China		Enterovirus_A71
J115_MAL_01	DQ341360	J115_MAL_01		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
JiLin_11_China	KC414134	JiLin_11_China		2011-08-15	Human	China	71	Enterovirus_A71
JK2009	HQ694982	JK2009		2008-05-08	Human	China		Enterovirus_A71
Kaifeng/2010	JQ517316	Kaifeng/2010		2010-04-XX	Human	China		Enterovirus_A71
KED005_LPS2	AB550341	KED005_LPS2		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
KED005_org	AB550340	KED005_org		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
KM186/09	HQ423143	KM186/09		2009-05-XX	Human	China		Enterovirus_A71
KMM/09	HQ423142	KMM/09		2009-05-XX	Human	China		Enterovirus_A71
Laos2011_HFMD12V	KM055005	Laos2011_HFMD12V		2011-05-17	Human	Laos	A71	Enterovirus_A71
LAZ60_TR	JX025559	LAZ60_TR		2010-04-06	Unknown	Australia	C2	Enterovirus_A71
LCH01	JF820312	LCH01		2010-01-XX	Human	China	C4	Enterovirus_A71
LCH02	JF820313	LCH02		2010-01-XX	Human	China	C4	Enterovirus_A71
LN009	HQ407557	LN009		2010-XX-XX	Human	China		Enterovirus_A71
LR_CH_06	EU414331	LR_CH_06		20XX-XX-XX	Unknown	Switzerland		Enterovirus_A71
Luoyang/2011	JN020147	Luoyang/2011		2011-04-XX	Human	China		Enterovirus_A71
M0380_TW08	FJ357385	M0380_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M1089_TW12	KF974797	M1089_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M1288_TW08	KF974786	M1288_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M1473_TW08	KF974783	M1473_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M1577_TW12	KF974798	M1577_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M1644_TW08	KF974787	M1644_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M1656_TW08	KF974788	M1656_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M183_1176F/HeN/CHN/2009	JN256062	M183_1176F/HeN/CHN/2009		20XX-XX-XX	Human	China	C4a	Enterovirus_A71
M186_1179F/HeN/CHN/2009	JN256063	M186_1179F/HeN/CHN/2009		20XX-XX-XX	Human	China		Enterovirus_A71
M188_1181F/HeN/CHN/2009	JN256064	M188_1181F/HeN/CHN/2009		20XX-XX-XX	Human	China		Enterovirus_A71
M202_TW12	KF974794	M202_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M245_TW08	KF974784	M245_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M314_TW08	KF974779	M314_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M448_TW08	KF974780	M448_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M538_TW12	KF974790	M538_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M617_TW12	KF974791	M617_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M654_TW12	KF974795	M654_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M665_TW08	KF974781	M665_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M668_TW08	KF974785	M668_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M707_TW08	KF974782	M707_TW08		2008-XX-XX	Human	Taiwan		Enterovirus_A71
M957_TW12	KF974796	M957_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M988_TW12	KF974792	M988_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
M990_TW12	KF974793	M990_TW12		2012-XX-XX	Human	Taiwan		Enterovirus_A71
MP10	HQ712020	MP10		2010-10-09	Human	China		Enterovirus_A71
MP10_2	JF894383	MP10_2		2011-03-10	Human	China		Enterovirus_A71
MP10_2010	HQ694986	MP10_2010		2010-09-19	Human	China		Enterovirus_A71
MP4	JN544419	MP4		2004-01-01	Mouse	China	C2	Enterovirus_A71
MP9_1	JF894381	MP9_1		2011-03-05	Human	China		Enterovirus_A71
MP9_2	JF894382	MP9_2		2011-03-05	Human	China		Enterovirus_A71
MRS/09/3663	JN835312	MRS/09/3663		2009-06-XX	Unknown	France		Enterovirus_A71
MS/7423/87	MG432108	MS/7423/87		1987-XX-XX	Human	Singapore		Human_enterovirus_71
MY104_9_SAR_97	DQ341368	MY104_9_SAR_97		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
MY821_3_SAR_97	DQ341367	MY821_3_SAR_97		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
MZ2008	HQ694985	MZ2008		2008-05-05	Human	China		Enterovirus_A71
N1745_TW08	KT354870	N1745_TW08		2011-07-01	Human	Taiwan		Human_enterovirus_71
N2121_TW05	FJ357374	N2121_TW05		2005-XX-XX	Human	Taiwan		Enterovirus_A71
N2838_TW03	FJ357378	N2838_TW03		2003-XX-XX	Human	Taiwan		Enterovirus_A71
N3340_TW_02	EU131776	N3340_TW_02		20XX-XX-XX	Unknown	?		Enterovirus_A71
N7008_TW99	FJ357375	N7008_TW99		1999-XX-XX	Human	Taiwan		Enterovirus_A71
Nagoya	AB482183	Nagoya		20XX-XX-XX	Unknown	China		Enterovirus_A71
NAGOYA	AB747374	NAGOYA		20XX-XX-XX	Unknown	Japan		Enterovirus_A71
Nanyang/2011_China	JN052925	Nanyang/2011_China		2011-04-XX	Human	China		Enterovirus_A71
NB/2010/01	JN001860	NB/2010/01		2010-05-10	Human	China		Enterovirus_A71
NBChina01	HQ828086	NBChina01		2010-08-XX	Unknown	China		Enterovirus_A71
NCKU9822	AF136379	NCKU9822		20XX-XX-XX	Unknown	?		Enterovirus_A71
NUH0075/SIN/08	FJ172159	NUH0075/SIN/08		2008-05-30	Human	Singapore	EV71	Enterovirus_A71
NUH0083/SIN/08	FJ461781	NUH0083/SIN/08		20XX-XX-XX	Unknown	Singapore	EV71	Enterovirus_A71
pinf7_54A	DQ060149	pinf7_54A		20XX-XX-XX	Unknown	Taiwan		Enterovirus_A71
PLday1_CH_06	EU414335	PLday1_CH_06		20XX-XX-XX	Unknown	Switzerland		Enterovirus_A71
PLday4_CH_06	EU414334	PLday4_CH_06		20XX-XX-XX	Unknown	Switzerland		Enterovirus_A71
PP37_MAL_01	DQ341365	PP37_MAL_01		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
Puyang_451_2012	KM211579	Puyang_451_2012		2012-XX-XX	Human	China		Enterovirus_A71
Puyang_461_2012	KM211580	Puyang_461_2012		2012-XX-XX	Human	China		Enterovirus_A71
Rostov	KJ400360	Rostov		2013-09-XX	Human	Russia	C4	Enterovirus_A71
S0296_TW00	FJ357377	S0296_TW00		2000-XX-XX	Human	Taiwan		Enterovirus_A71
S0318_TW01	FJ357376	S0318_TW01		2001-XX-XX	Human	Taiwan		Enterovirus_A71
S0584_TW04	FJ357373	S0584_TW04		2004-XX-XX	Human	Taiwan		Enterovirus_A71
S10862_SAR_98	DQ341359	S10862_SAR_98		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
S19841_SAR_03	DQ341363	S19841_SAR_03		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
S40221_SAR_00	DQ341358	S40221_SAR_00		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
SB12736_SAR_03	DQ341362	SB12736_SAR_03		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
SB2864_SAR_00	DQ341366	SB2864_SAR_00		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
SD07_1/SD/CHN/2007	JX678882	SD07_1/SD/CHN/2007		2007-XX-XX	Human	China	C4	Enterovirus_A71
SD09_14/SD/CHN/2009	JX678883	SD09_14/SD/CHN/2009		2009-03-28	Human	China	C4	Enterovirus_A71
SD09_21/SD/CHN/2009	JX678884	SD09_21/SD/CHN/2009		2009-03-30	Human	China	C4	Enterovirus_A71
SDLY1	JX244182	SDLY1		2009-XX-XX	Human	China		Enterovirus_A71
SDLY107	JX244186	SDLY107		2010-XX-XX	Human	China		Enterovirus_A71
SDLY11	JX244183	SDLY11		2009-XX-XX	Human	China		Enterovirus_A71
SDLY153	JX244187	SDLY153		2010-XX-XX	Human	China		Enterovirus_A71
SDLY48	JX244184	SDLY48		2009-XX-XX	Human	China		Enterovirus_A71
SDLY96	JX244185	SDLY96		2009-XX-XX	Human	China		Enterovirus_A71
SEP4	KF543271	SEP4		2012-06-17	Human	Cambodia	C4	Enterovirus_A71
SH_17/SH/CHN/2002	JX678885	SH_17/SH/CHN/2002		2002-XX-XX	Human	China	C4	Enterovirus_A71
SH_6/SH/CHN/2002	JX678886	SH_6/SH/CHN/2002		2002-XX-XX	Human	China	C4	Enterovirus_A71
SH12_036	KC570452	SH12_036		2012-05-02	Human	China	C4	Enterovirus_A71
SH12_276	KC570453	SH12_276		2012-06-03	Human	China	C4	Enterovirus_A71
Shanghai_036_2009	FJ713137	Shanghai_036_2009		20XX-XX-XX	Unknown	?		Enterovirus_A71
Shanghai_117_2009	HQ891928	Shanghai_117_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_118_2009	HQ891929	Shanghai_118_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_27_2009	HQ891923	Shanghai_27_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_28_2009	HQ891924	Shanghai_28_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_36_2009	HQ891925	Shanghai_36_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_51_2009	HQ891926	Shanghai_51_2009		2009-XX-XX	Human	China		Enterovirus_A71
Shanghai_64_2009	HQ891927	Shanghai_64_2009		2009-XX-XX	Human	China		Enterovirus_A71
SHAPHC695F/SH/CHN/10	JQ736684	SHAPHC695F/SH/CHN/10		2010-06-29	Human	China	C4a	Enterovirus_A71
SHZH03	AY465356	SHZH03		20XX-XX-XX	Unknown	China		Enterovirus_A71
SHZH98	AF302996	SHZH98		20XX-XX-XX	Unknown	?		Enterovirus_A71
SHZH98_pro	KF312457	SHZH98_pro		1998-XX-XX	Human	China	C4	Enterovirus_A71
SK_EV006_LPS1	AB550335	SK_EV006_LPS1		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
SK_EV006_org	AB550334	SK_EV006_org		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
SK_EV006/Malaysia/97	AB469182	SK_EV006/Malaysia/97		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
ST_CH_06	EU414332	ST_CH_06		20XX-XX-XX	Unknown	Switzerland		Enterovirus_A71
subgenotype_B5	LK985324	subgenotype_B5		20XX-XX-XX	Unknown	France		Enterovirus_A71
SZ/HK08_5	GQ279369	SZ/HK08_5		2008-05-XX	Human	China		Enterovirus_A71
SZ/HK08_6	GQ279370	SZ/HK08_6		2008-05-XX	Human	China		Enterovirus_A71
Tainan/4643/98	AF304458	Tainan/4643/98		20XX-XX-XX	Unknown	?		Enterovirus_A71
Tainan/5746/98	AF304457	Tainan/5746/98		20XX-XX-XX	Unknown	?		Enterovirus_A71
Tainan/6092/98	AF304459	Tainan/6092/98		20XX-XX-XX	Unknown	?		Enterovirus_A71
Taipei/B4_01/2011	KP274877	Taipei/B4_01/2011		2011-03-05	Human	Taiwan	B4	Enterovirus_A71
Taipei/C2_Y100/2011	KP274876	Taipei/C2_Y100/2011		2011-03-05	Human	Taiwan	C2	Enterovirus_A71
Taipei/C4_Y100_P4/2011	KP274874	Taipei/C4_Y100_P4/2011		2011-03-05	Human	Taiwan		Enterovirus_A71
Taipei/C4_Y100_P5/2011	KP274875	Taipei/C4_Y100_P5/2011		2011-03-05	Human	Taiwan		Enterovirus_A71
TC03F/SD/CHN/07	EU753407	TC03F/SD/CHN/07		2007-05-20	Human	China		Enterovirus_A71
THA_EV71_002	JF738000	THA_EV71_002		2009-06-XX	Human	Thailand		Enterovirus_A71
THA_EV71_019	JF738001	THA_EV71_019		2009-09-XX	Human	Thailand		Enterovirus_A71
THA_EV71_044	JF738002	THA_EV71_044		2009-08-XX	Human	Thailand		Enterovirus_A71
THA_A1008	KR045298	THA_A1008		2012-12-18	Human	Thailand	B5	Enterovirus_A71
THA_A1048	KR045299	THA_A1048		2013-02-11	Human	Thailand	B5	Enterovirus_A71
THA_A1083	KR045300	THA_A1083		2013-03-28	Human	Thailand	B5	Enterovirus_A71
THA_A1219	KR045303	THA_A1219		2014-01-06	Human	Thailand	C4	Enterovirus_A71
THA_A1564	KR045301	THA_A1564		2014-09-29	Human	Thailand	B5	Enterovirus_A71
THA_A1570	KR045302	THA_A1570		2014-10-13	Human	Thailand	B5	Enterovirus_A71
THA_A575	KR045291	THA_A575		2012-07-18	Human	Thailand	B5	Enterovirus_A71
THA_A577	KR045304	THA_A577		2012-07-18	Human	Thailand	B5	Enterovirus_A71
THA_A578	KR045292	THA_A578		2012-07-18	Human	Thailand	B5	Enterovirus_A71
THA_A641	KR045297	THA_A641		2012-07-23	Human	Thailand	B5	Enterovirus_A71
THA_A683	KR045293	THA_A683		2012-07-24	Human	Thailand	B5	Enterovirus_A71
THA_A761	KR045296	THA_A761		2012-07-20	Human	Thailand	B5	Enterovirus_A71
THA_A847	KR045294	THA_A847		2012-08-07	Human	Thailand	B5	Enterovirus_A71
THA_A851	KR045295	THA_A851		2012-08-07	Human	Thailand	B5	Enterovirus_A71
TLLcho	KM508794	TLLcho		20XX-XX-XX	Unknown	?		Enterovirus_A71
TLLm	KF514879	TLLm		20XX-XX-XX	Unknown	?		Enterovirus_A71
TLLmv	KF514880	TLLmv		20XX-XX-XX	Unknown	?		Enterovirus_A71
TS	JQ708210	TS		2009-06-03	Human	China		Enterovirus_A71
TW/1101/08	GQ231925	TW/1101/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/1956/05	GQ231926	TW/1956/05		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2086/98	AF119796	TW/2086/98		20XX-XX-XX	Unknown	Taiwan		Enterovirus_A71
TW/2272/98	AF119795	TW/2272/98		20XX-XX-XX	Unknown	Taiwan		Enterovirus_A71
TW/2429/04	GQ231927	TW/2429/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2639/04	GQ231928	TW/2639/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2728/04	GQ231929	TW/2728/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2815/04	GQ231930	TW/2815/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2824/04	GQ231931	TW/2824/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/2871/04	GQ231932	TW/2871/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/70516/08	GQ231933	TW/70516/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/70811/08	GQ231934	TW/70811/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/70886/08	GQ231935	TW/70886/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/70902/08	GQ231936	TW/70902/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/71428/05	GQ231937	TW/71428/05		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/71552/05	GQ231938	TW/71552/05		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/71595/04	GQ231939	TW/71595/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/72232/04	GQ231940	TW/72232/04		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/96002/08	GQ231941	TW/96002/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/96016/08	GQ231942	TW/96016/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TW/96022/08	GQ231943	TW/96022/08		20XX-XX-XX	Human	Taiwan		Enterovirus_A71
TZ06	KF826491	TZ06		2012-03-26	Human	China	C4	Enterovirus_A71
UH1/PM/1997	AM396587	UH1/PM/1997		20XX-XX-XX	Unknown	Malaysia		Enterovirus_A71
V04_2218217	KC436265	V04_2218217		2004-05-XX	Human	Hong Kong		Enterovirus_A71
V05_2243055	KC436266	V05_2243055		2005-09-XX	Human	Hong Kong		Enterovirus_A71
V06_2218645	KC436267	V06_2218645		2006-04-XX	Human	Hong Kong		Enterovirus_A71
V07_2231013	KC436268	V07_2231013		2007-05-XX	Human	Hong Kong		Enterovirus_A71
V08_2221581	KC436269	V08_2221581		2008-04-XX	Human	Hong Kong		Enterovirus_A71
V08_2236079	KC436270	V08_2236079		2008-06-XX	Human	Hong Kong		Enterovirus_A71
V09_2225777	KC436271	V09_2225777		2009-05-XX	Human	Hong Kong		Enterovirus_A71
V10_2234054	KC436272	V10_2234054		2010-04-XX	Human	Hong Kong		Enterovirus_A71
VN152/2011	KP691665	VN152/2011		2011-04-10	Unknown	Viet Nam		Enterovirus_A71
VR1432	KC954664	VR1432		2009-XX-XX	Human	China	71	Enterovirus_A71
wenzhou011	KJ632497	wenzhou011		2011-XX-XX	Human	China		Enterovirus_A71
wenzhou227	KJ632499	wenzhou227		2011-XX-XX	Human	China		Enterovirus_A71
wenzhou256	KJ632498	wenzhou256		2011-XX-XX	Human	China		Enterovirus_A71
wh029	KM591215	wh029		2010-06-XX	Human	China		Enterovirus_A71
Wuhan1042/HuB/CHN/2011	JX986737	Wuhan1042/HuB/CHN/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
Wuhan1117/HuB/CHN/2011	JX986738	Wuhan1117/HuB/CHN/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
Wuhan1143/HuB/CHN/2011	JX986739	Wuhan1143/HuB/CHN/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
01	LR027527	01	TOU148153	FRA16		?	Unknown	
04	LR027529	04	BAY180009	FRA16		?	Unknown	
06	LR027522	06	TOU307017	FRA16		?	Unknown	
07	LR027528	07	COC238077	FRA16		?	Unknown	
09	LR027524	09	PMB250102	FRA16		?	Unknown	
100_p0	MH511181	100_p0		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p12	MH511182	100_p12		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p17_T1	MH511183	100_p17_T1		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p17_T2	MH511184	100_p17_T2		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p17_T3	MH511185	100_p17_T3		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p31_T1	MH511186	100_p31_T1		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p31_T2	MH511187	100_p31_T2		2017-08-10	Unknown	China	C4	Human_enterovirus_71
100_p31_T3	MH511188	100_p31_T3		2017-08-10	Unknown	China	C4	Human_enterovirus_71
